samp,cmpd_name,area,cmpd_type,samp_type,sal,conc
240108_Smp_40ppt_B,"DL-Valine, 2H8",99069296,IS,Smp,40,0
240108_Smp_40ppt_Blk,"DL-Valine, 2H8",88542624,IS,Smp,40,0
240108_Poo_Syn_Full1,Deoxyadenosine,9435497,S,Poo,NA,0
240108_Poo_Syn_Full2,Deoxyadenosine,9011319,S,Poo,NA,0
240108_Poo_Syn_Full3,Deoxyadenosine,9488071,S,Poo,NA,0
240108_Poo_Syn_Half1,Deoxyadenosine,2191139,S,Poo,NA,0
240108_Poo_Syn_Half2,Deoxyadenosine,4306634,S,Poo,NA,0
240108_Poo_Syn_Half3,Deoxyadenosine,4397031,S,Poo,NA,0
240108_Smp_25ppt_A,Deoxyadenosine,18409404,S,Smp,25,0
240108_Smp_25ppt_B,Deoxyadenosine,8453218,S,Smp,25,0
240108_Smp_25ppt_Blk,Deoxyadenosine,367367,S,Smp,25,0
240108_Smp_30ppt_A,Deoxyadenosine,8888072,S,Smp,30,0
240108_Smp_30ppt_B,Deoxyadenosine,10783232,S,Smp,30,0
240108_Smp_30ppt_Blk,Deoxyadenosine,91673,S,Smp,30,0
240108_Smp_35ppt_A,Deoxyadenosine,3404431,S,Smp,35,0
240108_Smp_35ppt_B,Deoxyadenosine,5094427,S,Smp,35,0
240108_Smp_35ppt_Blk,Deoxyadenosine,133223,S,Smp,35,0
240108_Smp_40ppt_A,Deoxyadenosine,11451591,S,Smp,40,0
240108_Smp_40ppt_B,Deoxyadenosine,11316588,S,Smp,40,0
240108_Smp_40ppt_Blk,Deoxyadenosine,107646,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Deoxyadenosine,3950554624,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,Deoxyadenosine,7531424768,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Deoxyadenosine,7082538496,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Deoxyadenosine,6893729280,S,Std,NA,4
240108_Poo_Syn_Full1,Dimethylglycine,272861408,S,Poo,NA,0
240108_Poo_Syn_Full2,Dimethylglycine,294028480,S,Poo,NA,0
240108_Poo_Syn_Full3,Dimethylglycine,309971360,S,Poo,NA,0
240108_Poo_Syn_Half1,Dimethylglycine,293253920,S,Poo,NA,0
240108_Poo_Syn_Half2,Dimethylglycine,349605088,S,Poo,NA,0
240108_Poo_Syn_Half3,Dimethylglycine,411150272,S,Poo,NA,0
240108_Smp_25ppt_A,Dimethylglycine,137193712,S,Smp,25,0
240108_Smp_25ppt_B,Dimethylglycine,81161816,S,Smp,25,0
240108_Smp_25ppt_Blk,Dimethylglycine,498719264,S,Smp,25,0
240108_Smp_30ppt_A,Dimethylglycine,246581328,S,Smp,30,0
240108_Smp_30ppt_B,Dimethylglycine,248780288,S,Smp,30,0
240108_Smp_30ppt_Blk,Dimethylglycine,555447232,S,Smp,30,0
240108_Smp_35ppt_A,Dimethylglycine,317566016,S,Smp,35,0
240108_Smp_35ppt_B,Dimethylglycine,327333952,S,Smp,35,0
240108_Smp_35ppt_Blk,Dimethylglycine,583449600,S,Smp,35,0
240108_Smp_40ppt_A,Dimethylglycine,116475768,S,Smp,40,0
240108_Smp_40ppt_B,Dimethylglycine,339554752,S,Smp,40,0
240108_Smp_40ppt_Blk,Dimethylglycine,616363136,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Dimethylglycine,2032458752,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,Dimethylglycine,3668515584,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Dimethylglycine,3468598784,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Dimethylglycine,3909000704,S,Std,NA,4
240108_Poo_Syn_Full1,Dimethylsulfonioacetate,NA,S,Poo,NA,0
240108_Poo_Syn_Full2,Dimethylsulfonioacetate,NA,S,Poo,NA,0
240108_Poo_Syn_Full3,Dimethylsulfonioacetate,NA,S,Poo,NA,0
240108_Poo_Syn_Half1,Dimethylsulfonioacetate,NA,S,Poo,NA,0
240108_Poo_Syn_Half2,Dimethylsulfonioacetate,33735,S,Poo,NA,0
240108_Poo_Syn_Half3,Dimethylsulfonioacetate,NA,S,Poo,NA,0
240108_Smp_25ppt_A,Dimethylsulfonioacetate,NA,S,Smp,25,0
240108_Smp_25ppt_B,Dimethylsulfonioacetate,NA,S,Smp,25,0
240108_Smp_25ppt_Blk,Dimethylsulfonioacetate,NA,S,Smp,25,0
240108_Smp_30ppt_A,Dimethylsulfonioacetate,NA,S,Smp,30,0
240108_Smp_30ppt_B,Dimethylsulfonioacetate,58336,S,Smp,30,0
240108_Smp_30ppt_Blk,Dimethylsulfonioacetate,NA,S,Smp,30,0
240108_Smp_35ppt_A,Dimethylsulfonioacetate,NA,S,Smp,35,0
240108_Smp_35ppt_B,Dimethylsulfonioacetate,43418,S,Smp,35,0
240108_Smp_35ppt_Blk,Dimethylsulfonioacetate,NA,S,Smp,35,0
240108_Smp_40ppt_A,Dimethylsulfonioacetate,NA,S,Smp,40,0
240108_Smp_40ppt_B,Dimethylsulfonioacetate,NA,S,Smp,40,0
240108_Smp_40ppt_Blk,Dimethylsulfonioacetate,NA,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Dimethylsulfonioacetate,4216260608,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,Dimethylsulfonioacetate,6775458816,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Dimethylsulfonioacetate,6452857344,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Dimethylsulfonioacetate,6796812800,S,Std,NA,4
240108_Poo_Syn_Full1,Dimethylsulfoniopropionate,NA,S,Poo,NA,0
240108_Poo_Syn_Full2,Dimethylsulfoniopropionate,57139,S,Poo,NA,0
240108_Poo_Syn_Full3,Dimethylsulfoniopropionate,NA,S,Poo,NA,0
240108_Poo_Syn_Half1,Dimethylsulfoniopropionate,NA,S,Poo,NA,0
240108_Poo_Syn_Half2,Dimethylsulfoniopropionate,65613,S,Poo,NA,0
240108_Poo_Syn_Half3,Dimethylsulfoniopropionate,NA,S,Poo,NA,0
240108_Smp_25ppt_A,Dimethylsulfoniopropionate,NA,S,Smp,25,0
240108_Smp_25ppt_B,Dimethylsulfoniopropionate,NA,S,Smp,25,0
240108_Smp_25ppt_Blk,Dimethylsulfoniopropionate,NA,S,Smp,25,0
240108_Smp_30ppt_A,Dimethylsulfoniopropionate,NA,S,Smp,30,0
240108_Smp_30ppt_B,Dimethylsulfoniopropionate,52860,S,Smp,30,0
240108_Smp_30ppt_Blk,Dimethylsulfoniopropionate,NA,S,Smp,30,0
240108_Smp_35ppt_A,Dimethylsulfoniopropionate,65726,S,Smp,35,0
240108_Smp_35ppt_B,Dimethylsulfoniopropionate,153306,S,Smp,35,0
240108_Smp_35ppt_Blk,Dimethylsulfoniopropionate,NA,S,Smp,35,0
240108_Smp_40ppt_A,Dimethylsulfoniopropionate,NA,S,Smp,40,0
240108_Smp_40ppt_B,Dimethylsulfoniopropionate,72281,S,Smp,40,0
240108_Smp_40ppt_Blk,Dimethylsulfoniopropionate,NA,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,Dimethylsulfoniopropionate,4700173312,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,Dimethylsulfoniopropionate,8183580672,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Dimethylsulfoniopropionate,5649422336,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Dimethylsulfoniopropionate,6168498176,S,Std,NA,4
240108_Poo_Syn_Full1,Dimethylsulfoxonium propionate,NA,S,Poo,NA,0
240108_Poo_Syn_Full2,Dimethylsulfoxonium propionate,NA,S,Poo,NA,0
240108_Poo_Syn_Full3,Dimethylsulfoxonium propionate,NA,S,Poo,NA,0
240108_Poo_Syn_Half1,Dimethylsulfoxonium propionate,NA,S,Poo,NA,0
240108_Poo_Syn_Half2,Dimethylsulfoxonium propionate,NA,S,Poo,NA,0
240108_Poo_Syn_Half3,Dimethylsulfoxonium propionate,NA,S,Poo,NA,0
240108_Smp_25ppt_A,Dimethylsulfoxonium propionate,NA,S,Smp,25,0
240108_Smp_25ppt_B,Dimethylsulfoxonium propionate,NA,S,Smp,25,0
240108_Smp_25ppt_Blk,Dimethylsulfoxonium propionate,NA,S,Smp,25,0
240108_Smp_30ppt_A,Dimethylsulfoxonium propionate,NA,S,Smp,30,0
240108_Smp_30ppt_B,Dimethylsulfoxonium propionate,NA,S,Smp,30,0
240108_Smp_30ppt_Blk,Dimethylsulfoxonium propionate,NA,S,Smp,30,0
240108_Smp_35ppt_A,Dimethylsulfoxonium propionate,NA,S,Smp,35,0
240108_Smp_35ppt_B,Dimethylsulfoxonium propionate,NA,S,Smp,35,0
240108_Smp_35ppt_Blk,Dimethylsulfoxonium propionate,NA,S,Smp,35,0
240108_Smp_40ppt_A,Dimethylsulfoxonium propionate,NA,S,Smp,40,0
240108_Smp_40ppt_B,Dimethylsulfoxonium propionate,43048,S,Smp,40,0
240108_Smp_40ppt_Blk,Dimethylsulfoxonium propionate,NA,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,Dimethylsulfoxonium propionate,1793333504,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,Dimethylsulfoxonium propionate,3452681472,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Dimethylsulfoxonium propionate,2287339776,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Dimethylsulfoxonium propionate,3042298368,S,Std,NA,4
240108_Poo_Syn_Full1,Ectoine,3805648,S,Poo,NA,0
240108_Poo_Syn_Full2,Ectoine,3315878,S,Poo,NA,0
240108_Poo_Syn_Full3,Ectoine,3076459,S,Poo,NA,0
240108_Poo_Syn_Half1,Ectoine,2390300,S,Poo,NA,0
240108_Poo_Syn_Half2,Ectoine,2419019,S,Poo,NA,0
240108_Poo_Syn_Half3,Ectoine,1563213,S,Poo,NA,0
240108_Smp_25ppt_A,Ectoine,3547588,S,Smp,25,0
240108_Smp_25ppt_B,Ectoine,3111656,S,Smp,25,0
240108_Smp_25ppt_Blk,Ectoine,2131828,S,Smp,25,0
240108_Smp_30ppt_A,Ectoine,3275792,S,Smp,30,0
240108_Smp_30ppt_B,Ectoine,3517122,S,Smp,30,0
240108_Smp_30ppt_Blk,Ectoine,1426729,S,Smp,30,0
240108_Smp_35ppt_A,Ectoine,2858515,S,Smp,35,0
240108_Smp_35ppt_B,Ectoine,4077871,S,Smp,35,0
240108_Smp_35ppt_Blk,Ectoine,1983927,S,Smp,35,0
240108_Smp_40ppt_A,Ectoine,4506771,S,Smp,40,0
240108_Smp_40ppt_B,Ectoine,4190871,S,Smp,40,0
240108_Smp_40ppt_Blk,Ectoine,1430108,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,Ectoine,8629031936,S,Std,NA,8
240108_Std_4uMStdsMix2InH2O_2,Ectoine,10736157696,S,Std,NA,8
240108_Std_4uMStdsMix2InSynMatrix_1,Ectoine,8403201536,S,Std,NA,8
240108_Std_4uMStdsMix2InSynMatrix_2,Ectoine,8986601472,S,Std,NA,8
240108_Poo_Syn_Full1,Ergothioneine,732369856,S,Poo,NA,0
240108_Poo_Syn_Full2,Ergothioneine,773653760,S,Poo,NA,0
240108_Poo_Syn_Full3,Ergothioneine,974824384,S,Poo,NA,0
240108_Poo_Syn_Half1,Ergothioneine,323306656,S,Poo,NA,0
240108_Poo_Syn_Half2,Ergothioneine,339767264,S,Poo,NA,0
240108_Poo_Syn_Half3,Ergothioneine,408860608,S,Poo,NA,0
240108_Smp_25ppt_A,Ergothioneine,595989120,S,Smp,25,0
240108_Smp_25ppt_B,Ergothioneine,883109376,S,Smp,25,0
240108_Smp_25ppt_Blk,Ergothioneine,27878,S,Smp,25,0
240108_Smp_30ppt_A,Ergothioneine,536154176,S,Smp,30,0
240108_Smp_30ppt_B,Ergothioneine,896212672,S,Smp,30,0
240108_Smp_30ppt_Blk,Ergothioneine,0,S,Smp,30,0
240108_Smp_35ppt_A,Ergothioneine,1522754560,S,Smp,35,0
240108_Smp_35ppt_B,Ergothioneine,1319634944,S,Smp,35,0
240108_Smp_35ppt_Blk,Ergothioneine,0,S,Smp,35,0
240108_Smp_40ppt_A,Ergothioneine,1002778496,S,Smp,40,0
240108_Smp_40ppt_B,Ergothioneine,1029837120,S,Smp,40,0
240108_Smp_40ppt_Blk,Ergothioneine,0,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,Ergothioneine,219579808,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,Ergothioneine,217812160,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Ergothioneine,915385984,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Ergothioneine,1198118784,S,Std,NA,4
240108_Poo_Syn_Full1,Ethanolamine,13976064,S,Poo,NA,0
240108_Poo_Syn_Full2,Ethanolamine,167262800,S,Poo,NA,0
240108_Poo_Syn_Full3,Ethanolamine,173286992,S,Poo,NA,0
240108_Poo_Syn_Half1,Ethanolamine,135686624,S,Poo,NA,0
240108_Poo_Syn_Half2,Ethanolamine,629064640,S,Poo,NA,0
240108_Poo_Syn_Half3,Ethanolamine,220180768,S,Poo,NA,0
240108_Smp_25ppt_A,Ethanolamine,395147616,S,Smp,25,0
240108_Smp_25ppt_B,Ethanolamine,142051632,S,Smp,25,0
240108_Smp_25ppt_Blk,Ethanolamine,165087296,S,Smp,25,0
240108_Smp_30ppt_A,Ethanolamine,190357248,S,Smp,30,0
240108_Smp_30ppt_B,Ethanolamine,2006644,S,Smp,30,0
240108_Smp_30ppt_Blk,Ethanolamine,339024384,S,Smp,30,0
240108_Smp_35ppt_A,Ethanolamine,319286080,S,Smp,35,0
240108_Smp_35ppt_B,Ethanolamine,159130000,S,Smp,35,0
240108_Smp_35ppt_Blk,Ethanolamine,386454240,S,Smp,35,0
240108_Smp_40ppt_A,Ethanolamine,146195168,S,Smp,40,0
240108_Smp_40ppt_B,Ethanolamine,380207424,S,Smp,40,0
240108_Smp_40ppt_Blk,Ethanolamine,378232000,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Ethanolamine,214649136,S,Std,NA,6
240108_Std_4uMStdsMix1InH2O_2,Ethanolamine,247277280,S,Std,NA,6
240108_Std_4uMStdsMix1InSynMatrix_1,Ethanolamine,234493872,S,Std,NA,6
240108_Std_4uMStdsMix1InSynMatrix_2,Ethanolamine,373622496,S,Std,NA,6
240108_Poo_Syn_Full1,Glucosamine,5752674,S,Poo,NA,0
240108_Poo_Syn_Full2,Glucosamine,4683180,S,Poo,NA,0
240108_Poo_Syn_Full3,Glucosamine,5172469,S,Poo,NA,0
240108_Poo_Syn_Half1,Glucosamine,2714910,S,Poo,NA,0
240108_Poo_Syn_Half2,Glucosamine,1966010,S,Poo,NA,0
240108_Poo_Syn_Half3,Glucosamine,2415471,S,Poo,NA,0
240108_Smp_25ppt_A,Glucosamine,158624,S,Smp,25,0
240108_Smp_25ppt_B,Glucosamine,59857,S,Smp,25,0
240108_Smp_25ppt_Blk,Glucosamine,45811,S,Smp,25,0
240108_Smp_30ppt_A,Glucosamine,3274124,S,Smp,30,0
240108_Smp_30ppt_B,Glucosamine,3875363,S,Smp,30,0
240108_Smp_30ppt_Blk,Glucosamine,NA,S,Smp,30,0
240108_Smp_35ppt_A,Glucosamine,8495353,S,Smp,35,0
240108_Smp_35ppt_B,Glucosamine,6411398,S,Smp,35,0
240108_Smp_35ppt_Blk,Glucosamine,27706,S,Smp,35,0
240108_Smp_40ppt_A,Glucosamine,11204053,S,Smp,40,0
240108_Smp_40ppt_B,Glucosamine,10969505,S,Smp,40,0
240108_Smp_40ppt_Blk,Glucosamine,65050,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Glucosamine,94420896,S,Std,NA,5
240108_Std_4uMStdsMix1InH2O_2,Glucosamine,262733584,S,Std,NA,5
240108_Std_4uMStdsMix1InSynMatrix_1,Glucosamine,156065744,S,Std,NA,5
240108_Std_4uMStdsMix1InSynMatrix_2,Glucosamine,210340544,S,Std,NA,5
240108_Poo_Syn_Full1,Glutamylphenylalanine,157316,S,Poo,NA,0
240108_Poo_Syn_Full2,Glutamylphenylalanine,143025,S,Poo,NA,0
240108_Poo_Syn_Full3,Glutamylphenylalanine,74506,S,Poo,NA,0
240108_Poo_Syn_Half1,Glutamylphenylalanine,NA,S,Poo,NA,0
240108_Poo_Syn_Half2,Glutamylphenylalanine,43575,S,Poo,NA,0
240108_Poo_Syn_Half3,Glutamylphenylalanine,69564,S,Poo,NA,0
240108_Smp_25ppt_A,Glutamylphenylalanine,211921,S,Smp,25,0
240108_Smp_25ppt_B,Glutamylphenylalanine,201671,S,Smp,25,0
240108_Smp_25ppt_Blk,Glutamylphenylalanine,0,S,Smp,25,0
240108_Smp_30ppt_A,Glutamylphenylalanine,154030,S,Smp,30,0
240108_Smp_30ppt_B,Glutamylphenylalanine,491250,S,Smp,30,0
240108_Smp_30ppt_Blk,Glutamylphenylalanine,0,S,Smp,30,0
240108_Smp_35ppt_A,Glutamylphenylalanine,584348,S,Smp,35,0
240108_Smp_35ppt_B,Glutamylphenylalanine,195596,S,Smp,35,0
240108_Smp_35ppt_Blk,Glutamylphenylalanine,0,S,Smp,35,0
240108_Smp_40ppt_A,Glutamylphenylalanine,406426,S,Smp,40,0
240108_Smp_40ppt_B,Glutamylphenylalanine,70237,S,Smp,40,0
240108_Smp_40ppt_Blk,Glutamylphenylalanine,0,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,Glutamylphenylalanine,280798304,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,Glutamylphenylalanine,588180416,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Glutamylphenylalanine,562050496,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Glutamylphenylalanine,623080064,S,Std,NA,4
240108_Poo_Syn_Full1,Glutathione,NA,S,Poo,NA,0
240108_Poo_Syn_Full2,Glutathione,154953,S,Poo,NA,0
240108_Poo_Syn_Full3,Glutathione,NA,S,Poo,NA,0
240108_Poo_Syn_Half1,Glutathione,2027954,S,Poo,NA,0
240108_Poo_Syn_Half2,Glutathione,488387,S,Poo,NA,0
240108_Poo_Syn_Half3,Glutathione,1874365,S,Poo,NA,0
240108_Smp_25ppt_A,Glutathione,1593956,S,Smp,25,0
240108_Smp_25ppt_B,Glutathione,3490509,S,Smp,25,0
240108_Smp_25ppt_Blk,Glutathione,0,S,Smp,25,0
240108_Smp_30ppt_A,Glutathione,2722773,S,Smp,30,0
240108_Smp_30ppt_B,Glutathione,3144952,S,Smp,30,0
240108_Smp_30ppt_Blk,Glutathione,0,S,Smp,30,0
240108_Smp_35ppt_A,Glutathione,0,S,Smp,35,0
240108_Smp_35ppt_B,Glutathione,1028125,S,Smp,35,0
240108_Smp_35ppt_Blk,Glutathione,0,S,Smp,35,0
240108_Smp_40ppt_A,Glutathione,637926,S,Smp,40,0
240108_Smp_40ppt_B,Glutathione,0,S,Smp,40,0
240108_Smp_40ppt_Blk,Glutathione,0,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Glutathione,35526024,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,Glutathione,50899044,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Glutathione,24805068,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Glutathione,15540661,S,Std,NA,4
240108_Poo_Syn_Full1,Glutathione disulfide,6525160,S,Poo,NA,0
240108_Poo_Syn_Full2,Glutathione disulfide,6843134,S,Poo,NA,0
240108_Poo_Syn_Full3,Glutathione disulfide,8130693,S,Poo,NA,0
240108_Poo_Syn_Half1,Glutathione disulfide,3484730,S,Poo,NA,0
240108_Poo_Syn_Half2,Glutathione disulfide,2603132,S,Poo,NA,0
240108_Poo_Syn_Half3,Glutathione disulfide,4187341,S,Poo,NA,0
240108_Smp_25ppt_A,Glutathione disulfide,3708517,S,Smp,25,0
240108_Smp_25ppt_B,Glutathione disulfide,4757081,S,Smp,25,0
240108_Smp_25ppt_Blk,Glutathione disulfide,0,S,Smp,25,0
240108_Smp_30ppt_A,Glutathione disulfide,4117181,S,Smp,30,0
240108_Smp_30ppt_B,Glutathione disulfide,5631870,S,Smp,30,0
240108_Smp_30ppt_Blk,Glutathione disulfide,0,S,Smp,30,0
240108_Smp_35ppt_A,Glutathione disulfide,9193782,S,Smp,35,0
240108_Smp_35ppt_B,Glutathione disulfide,8280793,S,Smp,35,0
240108_Smp_35ppt_Blk,Glutathione disulfide,0,S,Smp,35,0
240108_Smp_40ppt_A,Glutathione disulfide,14954103,S,Smp,40,0
240108_Smp_40ppt_B,Glutathione disulfide,14566018,S,Smp,40,0
240108_Smp_40ppt_Blk,Glutathione disulfide,0,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,Glutathione disulfide,25967026,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,Glutathione disulfide,18780684,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Glutathione disulfide,14985398,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Glutathione disulfide,15611916,S,Std,NA,4
240108_Poo_Syn_Full1,Glycerophosphocholine,79047,S,Poo,NA,0
240108_Poo_Syn_Full2,Glycerophosphocholine,16625,S,Poo,NA,0
240108_Poo_Syn_Full3,Glycerophosphocholine,94681,S,Poo,NA,0
240108_Poo_Syn_Half1,Glycerophosphocholine,23696,S,Poo,NA,0
240108_Poo_Syn_Half2,Glycerophosphocholine,14718,S,Poo,NA,0
240108_Poo_Syn_Half3,Glycerophosphocholine,24131,S,Poo,NA,0
240108_Smp_25ppt_A,Glycerophosphocholine,188254,S,Smp,25,0
240108_Smp_25ppt_B,Glycerophosphocholine,206691,S,Smp,25,0
240108_Smp_25ppt_Blk,Glycerophosphocholine,0,S,Smp,25,0
240108_Smp_30ppt_A,Glycerophosphocholine,685169,S,Smp,30,0
240108_Smp_30ppt_B,Glycerophosphocholine,329017,S,Smp,30,0
240108_Smp_30ppt_Blk,Glycerophosphocholine,0,S,Smp,30,0
240108_Smp_35ppt_A,Glycerophosphocholine,19150,S,Smp,35,0
240108_Smp_35ppt_B,Glycerophosphocholine,11190,S,Smp,35,0
240108_Smp_35ppt_Blk,Glycerophosphocholine,0,S,Smp,35,0
240108_Smp_40ppt_A,Glycerophosphocholine,94478,S,Smp,40,0
240108_Smp_40ppt_B,Glycerophosphocholine,284451,S,Smp,40,0
240108_Smp_40ppt_Blk,Glycerophosphocholine,0,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Glycerophosphocholine,5542473,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,Glycerophosphocholine,8033984,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Glycerophosphocholine,7031682,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Glycerophosphocholine,14710343,S,Std,NA,4
240108_Poo_Syn_Full1,Glycine,2640185,S,Poo,NA,0
240108_Poo_Syn_Full2,Glycine,3635209,S,Poo,NA,0
240108_Poo_Syn_Full3,Glycine,3033369,S,Poo,NA,0
240108_Poo_Syn_Half1,Glycine,1604521,S,Poo,NA,0
240108_Poo_Syn_Half2,Glycine,2270255,S,Poo,NA,0
240108_Poo_Syn_Half3,Glycine,3405193,S,Poo,NA,0
240108_Smp_25ppt_A,Glycine,2544352,S,Smp,25,0
240108_Smp_25ppt_B,Glycine,1214490,S,Smp,25,0
240108_Smp_25ppt_Blk,Glycine,538988,S,Smp,25,0
240108_Smp_30ppt_A,Glycine,2855727,S,Smp,30,0
240108_Smp_30ppt_B,Glycine,1242235,S,Smp,30,0
240108_Smp_30ppt_Blk,Glycine,823170,S,Smp,30,0
240108_Smp_35ppt_A,Glycine,5436667,S,Smp,35,0
240108_Smp_35ppt_B,Glycine,2543910,S,Smp,35,0
240108_Smp_35ppt_Blk,Glycine,442841,S,Smp,35,0
240108_Smp_40ppt_A,Glycine,4878700,S,Smp,40,0
240108_Smp_40ppt_B,Glycine,6697729,S,Smp,40,0
240108_Smp_40ppt_Blk,Glycine,1410303,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Glycine,11773031,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,Glycine,17072748,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Glycine,13712783,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Glycine,20872444,S,Std,NA,4
240108_Poo_Syn_Full1,Glycine betaine,152005148672,S,Poo,NA,0
240108_Poo_Syn_Full2,Glycine betaine,140785025024,S,Poo,NA,0
240108_Poo_Syn_Full3,Glycine betaine,138458660864,S,Poo,NA,0
240108_Poo_Syn_Half1,Glycine betaine,105921699840,S,Poo,NA,0
240108_Poo_Syn_Half2,Glycine betaine,101039284224,S,Poo,NA,0
240108_Poo_Syn_Half3,Glycine betaine,99303825408,S,Poo,NA,0
240108_Smp_25ppt_A,Glycine betaine,95259328512,S,Smp,25,0
240108_Smp_25ppt_B,Glycine betaine,99111895040,S,Smp,25,0
240108_Smp_25ppt_Blk,Glycine betaine,530920544,S,Smp,25,0
240108_Smp_30ppt_A,Glycine betaine,105704628224,S,Smp,30,0
240108_Smp_30ppt_B,Glycine betaine,113936752640,S,Smp,30,0
240108_Smp_30ppt_Blk,Glycine betaine,427075168,S,Smp,30,0
240108_Smp_35ppt_A,Glycine betaine,178625806336,S,Smp,35,0
240108_Smp_35ppt_B,Glycine betaine,167210450944,S,Smp,35,0
240108_Smp_35ppt_Blk,Glycine betaine,356776704,S,Smp,35,0
240108_Smp_40ppt_A,Glycine betaine,164716658688,S,Smp,40,0
240108_Smp_40ppt_B,Glycine betaine,180025589760,S,Smp,40,0
240108_Smp_40ppt_Blk,Glycine betaine,464437696,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,Glycine betaine,8856286208,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,Glycine betaine,14079424512,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Glycine betaine,112253665280,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Glycine betaine,112126353408,S,Std,NA,4
240108_Poo_Syn_Full1,"Glycine betaine, 13C5, 15N",1614750208,IS,Poo,NA,0
240108_Poo_Syn_Full2,"Glycine betaine, 13C5, 15N",1524368256,IS,Poo,NA,0
240108_Poo_Syn_Full3,"Glycine betaine, 13C5, 15N",1491626496,IS,Poo,NA,0
240108_Poo_Syn_Half1,"Glycine betaine, 13C5, 15N",1167524608,IS,Poo,NA,0
240108_Poo_Syn_Half2,"Glycine betaine, 13C5, 15N",1087035392,IS,Poo,NA,0
240108_Poo_Syn_Half3,"Glycine betaine, 13C5, 15N",1067446336,IS,Poo,NA,0
240108_Smp_25ppt_A,"Glycine betaine, 13C5, 15N",2663377664,IS,Smp,25,0
240108_Smp_25ppt_B,"Glycine betaine, 13C5, 15N",2546294272,IS,Smp,25,0
240108_Smp_25ppt_Blk,"Glycine betaine, 13C5, 15N",3455954944,IS,Smp,25,0
240108_Smp_30ppt_A,"Glycine betaine, 13C5, 15N",2113806464,IS,Smp,30,0
240108_Smp_30ppt_B,"Glycine betaine, 13C5, 15N",1898191872,IS,Smp,30,0
240108_Smp_30ppt_Blk,"Glycine betaine, 13C5, 15N",3305007616,IS,Smp,30,0
240108_Smp_35ppt_A,"Glycine betaine, 13C5, 15N",906266048,IS,Smp,35,0
