samp,cmpd_name,bmis_area,sal,conc
240108_Smp_30ppt_Blk,L-Cystathionine,NA,30,0
240108_Smp_35ppt_A,L-Cystathionine,NA,35,0
240108_Smp_35ppt_B,L-Cystathionine,NA,35,0
240108_Smp_35ppt_Blk,L-Cystathionine,NA,35,0
240108_Smp_40ppt_A,L-Cystathionine,NA,40,0
240108_Smp_40ppt_B,L-Cystathionine,NA,40,0
240108_Smp_40ppt_Blk,L-Cystathionine,NA,40,0
240108_Std_4uMStdsMix2InH2O_1,L-Cystathionine,NA,NA,4
240108_Std_4uMStdsMix2InH2O_2,L-Cystathionine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,L-Cystathionine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,L-Cystathionine,NA,NA,4
240108_Poo_Syn_Full1,L-Cystine,118915.8508864529,NA,0
240108_Poo_Syn_Full2,L-Cystine,142512.38445494213,NA,0
240108_Poo_Syn_Full3,L-Cystine,187326.08734943173,NA,0
240108_Poo_Syn_Half1,L-Cystine,0,NA,0
240108_Poo_Syn_Half2,L-Cystine,74487.11275942749,NA,0
240108_Poo_Syn_Half3,L-Cystine,48300.35773078606,NA,0
240108_Smp_25ppt_A,L-Cystine,79132.95371038622,25,0
240108_Smp_25ppt_B,L-Cystine,40439.85757170078,25,0
240108_Smp_25ppt_Blk,L-Cystine,0,25,0
240108_Smp_30ppt_A,L-Cystine,0,30,0
240108_Smp_30ppt_B,L-Cystine,0,30,0
240108_Smp_30ppt_Blk,L-Cystine,0,30,0
240108_Smp_35ppt_A,L-Cystine,951714.0325574772,35,0
240108_Smp_35ppt_B,L-Cystine,120289.58690804434,35,0
240108_Smp_35ppt_Blk,L-Cystine,0,35,0
240108_Smp_40ppt_A,L-Cystine,245768.2811202879,40,0
240108_Smp_40ppt_B,L-Cystine,584966.4667247531,40,0
240108_Smp_40ppt_Blk,L-Cystine,0,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Cystine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Cystine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Cystine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Cystine,NA,NA,4
240108_Poo_Syn_Full1,L-Glutamic acid,9355548735.325169,NA,0
240108_Poo_Syn_Full2,L-Glutamic acid,9611641264.278774,NA,0
240108_Poo_Syn_Full3,L-Glutamic acid,9990106897.845917,NA,0
240108_Poo_Syn_Half1,L-Glutamic acid,10005469051.344334,NA,0
240108_Poo_Syn_Half2,L-Glutamic acid,9799919920.578594,NA,0
240108_Poo_Syn_Half3,L-Glutamic acid,10711615725.475134,NA,0
240108_Smp_25ppt_A,L-Glutamic acid,6330003528.86009,25,0
240108_Smp_25ppt_B,L-Glutamic acid,7413648783.031005,25,0
240108_Smp_25ppt_Blk,L-Glutamic acid,1407453.006772903,25,0
240108_Smp_30ppt_A,L-Glutamic acid,6542680436.683799,30,0
240108_Smp_30ppt_B,L-Glutamic acid,9138226514.657885,30,0
240108_Smp_30ppt_Blk,L-Glutamic acid,2268344.2860993757,30,0
240108_Smp_35ppt_A,L-Glutamic acid,17044242257.978598,35,0
240108_Smp_35ppt_B,L-Glutamic acid,15855597491.024443,35,0
240108_Smp_35ppt_Blk,L-Glutamic acid,1332663.029150645,35,0
240108_Smp_40ppt_A,L-Glutamic acid,11239055978.178923,40,0
240108_Smp_40ppt_B,L-Glutamic acid,11722606632.740667,40,0
240108_Smp_40ppt_Blk,L-Glutamic acid,11047958.03428132,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Glutamic acid,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Glutamic acid,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Glutamic acid,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Glutamic acid,NA,NA,4
240108_Poo_Syn_Full1,L-Glutamine,1022979661.146353,NA,0
240108_Poo_Syn_Full2,L-Glutamine,1085289255.7731745,NA,0
240108_Poo_Syn_Full3,L-Glutamine,1153961371.7703216,NA,0
240108_Poo_Syn_Half1,L-Glutamine,995408151.2045795,NA,0
240108_Poo_Syn_Half2,L-Glutamine,1000629267.8781838,NA,0
240108_Poo_Syn_Half3,L-Glutamine,994166960.993743,NA,0
240108_Smp_25ppt_A,L-Glutamine,666395955.6397614,25,0
240108_Smp_25ppt_B,L-Glutamine,940600116.9461795,25,0
240108_Smp_25ppt_Blk,L-Glutamine,677642.253371817,25,0
240108_Smp_30ppt_A,L-Glutamine,766040010.1152995,30,0
240108_Smp_30ppt_B,L-Glutamine,839390424.6573184,30,0
240108_Smp_30ppt_Blk,L-Glutamine,234811.5469016382,30,0
240108_Smp_35ppt_A,L-Glutamine,2685346837.593368,35,0
240108_Smp_35ppt_B,L-Glutamine,2195473095.307229,35,0
240108_Smp_35ppt_Blk,L-Glutamine,934391.3216864122,35,0
240108_Smp_40ppt_A,L-Glutamine,711778026.6292928,40,0
240108_Smp_40ppt_B,L-Glutamine,797913662.2582893,40,0
240108_Smp_40ppt_Blk,L-Glutamine,878375.8966419413,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Glutamine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Glutamine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Glutamine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Glutamine,NA,NA,4
240108_Poo_Syn_Full1,L-Histidine,NA,NA,0
240108_Poo_Syn_Full2,L-Histidine,NA,NA,0
240108_Poo_Syn_Full3,L-Histidine,NA,NA,0
240108_Poo_Syn_Half1,L-Histidine,NA,NA,0
240108_Poo_Syn_Half2,L-Histidine,1563016.64721783,NA,0
240108_Poo_Syn_Half3,L-Histidine,NA,NA,0
240108_Smp_25ppt_A,L-Histidine,NA,25,0
240108_Smp_25ppt_B,L-Histidine,NA,25,0
240108_Smp_25ppt_Blk,L-Histidine,59564.699247472076,25,0
240108_Smp_30ppt_A,L-Histidine,NA,30,0
240108_Smp_30ppt_B,L-Histidine,NA,30,0
240108_Smp_30ppt_Blk,L-Histidine,NA,30,0
240108_Smp_35ppt_A,L-Histidine,NA,35,0
240108_Smp_35ppt_B,L-Histidine,NA,35,0
240108_Smp_35ppt_Blk,L-Histidine,NA,35,0
240108_Smp_40ppt_A,L-Histidine,NA,40,0
240108_Smp_40ppt_B,L-Histidine,874110.7040368249,40,0
240108_Smp_40ppt_Blk,L-Histidine,NA,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Histidine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Histidine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Histidine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Histidine,NA,NA,4
240108_Poo_Syn_Full1,L-Homocystine,113291.39216054857,NA,0
240108_Poo_Syn_Full2,L-Homocystine,125588.76312585559,NA,0
240108_Poo_Syn_Full3,L-Homocystine,20274.575743571142,NA,0
240108_Poo_Syn_Half1,L-Homocystine,134151.314307652,NA,0
240108_Poo_Syn_Half2,L-Homocystine,62009.24948064255,NA,0
240108_Poo_Syn_Half3,L-Homocystine,0,NA,0
240108_Smp_25ppt_A,L-Homocystine,72398.10595137523,25,0
240108_Smp_25ppt_B,L-Homocystine,22423.315711439296,25,0
240108_Smp_25ppt_Blk,L-Homocystine,204608.64753839362,25,0
240108_Smp_30ppt_A,L-Homocystine,89465.68905338772,30,0
240108_Smp_30ppt_B,L-Homocystine,50955.523062639,30,0
240108_Smp_30ppt_Blk,L-Homocystine,128041.80754654233,30,0
240108_Smp_35ppt_A,L-Homocystine,17058.226019537928,35,0
240108_Smp_35ppt_B,L-Homocystine,18939.801437209528,35,0
240108_Smp_35ppt_Blk,L-Homocystine,309505.4824752604,35,0
240108_Smp_40ppt_A,L-Homocystine,246275.94963297347,40,0
240108_Smp_40ppt_B,L-Homocystine,118081.79310217874,40,0
240108_Smp_40ppt_Blk,L-Homocystine,183555.49627430405,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Homocystine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Homocystine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Homocystine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Homocystine,NA,NA,4
240108_Poo_Syn_Full1,L-Homoserine,52332462.19665374,NA,0
240108_Poo_Syn_Full2,L-Homoserine,52834480.78034502,NA,0
240108_Poo_Syn_Full3,L-Homoserine,64480588.665458344,NA,0
240108_Poo_Syn_Half1,L-Homoserine,59946458.74273353,NA,0
240108_Poo_Syn_Half2,L-Homoserine,54830955.46480251,NA,0
240108_Poo_Syn_Half3,L-Homoserine,57347099.7681451,NA,0
240108_Smp_25ppt_A,L-Homoserine,50489926.14847051,25,0
240108_Smp_25ppt_B,L-Homoserine,65157070.82224257,25,0
240108_Smp_25ppt_Blk,L-Homoserine,313169.18703082134,25,0
240108_Smp_30ppt_A,L-Homoserine,50693765.15795597,30,0
240108_Smp_30ppt_B,L-Homoserine,73261804.00225706,30,0
240108_Smp_30ppt_Blk,L-Homoserine,483137.62262894365,30,0
240108_Smp_35ppt_A,L-Homoserine,89040083.6095767,35,0
240108_Smp_35ppt_B,L-Homoserine,74358112.20669003,35,0
240108_Smp_35ppt_Blk,L-Homoserine,196580.14110825377,35,0
240108_Smp_40ppt_A,L-Homoserine,65119660.32329587,40,0
240108_Smp_40ppt_B,L-Homoserine,53863059.43391443,40,0
240108_Smp_40ppt_Blk,L-Homoserine,152458.5729846985,40,0
240108_Std_4uMStdsMix2InH2O_1,L-Homoserine,NA,NA,4
240108_Std_4uMStdsMix2InH2O_2,L-Homoserine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,L-Homoserine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,L-Homoserine,NA,NA,4
240108_Poo_Syn_Full1,L-Hydroxylysine,NA,NA,0
240108_Poo_Syn_Full2,L-Hydroxylysine,NA,NA,0
240108_Poo_Syn_Full3,L-Hydroxylysine,NA,NA,0
240108_Poo_Syn_Half1,L-Hydroxylysine,NA,NA,0
240108_Poo_Syn_Half2,L-Hydroxylysine,140289.79768982434,NA,0
240108_Poo_Syn_Half3,L-Hydroxylysine,NA,NA,0
240108_Smp_25ppt_A,L-Hydroxylysine,NA,25,0
240108_Smp_25ppt_B,L-Hydroxylysine,NA,25,0
240108_Smp_25ppt_Blk,L-Hydroxylysine,NA,25,0
240108_Smp_30ppt_A,L-Hydroxylysine,NA,30,0
240108_Smp_30ppt_B,L-Hydroxylysine,NA,30,0
240108_Smp_30ppt_Blk,L-Hydroxylysine,NA,30,0
240108_Smp_35ppt_A,L-Hydroxylysine,NA,35,0
240108_Smp_35ppt_B,L-Hydroxylysine,14764.333614596055,35,0
240108_Smp_35ppt_Blk,L-Hydroxylysine,NA,35,0
240108_Smp_40ppt_A,L-Hydroxylysine,NA,40,0
240108_Smp_40ppt_B,L-Hydroxylysine,NA,40,0
240108_Smp_40ppt_Blk,L-Hydroxylysine,NA,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Hydroxylysine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Hydroxylysine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Hydroxylysine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Hydroxylysine,NA,NA,4
240108_Poo_Syn_Full1,L-Leucine,439703166.8092749,NA,0
240108_Poo_Syn_Full2,L-Leucine,444653310.02725905,NA,0
240108_Poo_Syn_Full3,L-Leucine,453252566.4810272,NA,0
240108_Poo_Syn_Half1,L-Leucine,408118292.00888014,NA,0
240108_Poo_Syn_Half2,L-Leucine,459410899.09097147,NA,0
240108_Poo_Syn_Half3,L-Leucine,436009053.388614,NA,0
240108_Smp_25ppt_A,L-Leucine,401056619.8673998,25,0
240108_Smp_25ppt_B,L-Leucine,469244364.25669897,25,0
240108_Smp_25ppt_Blk,L-Leucine,3793821.4024159005,25,0
240108_Smp_30ppt_A,L-Leucine,336549073.32044655,30,0
240108_Smp_30ppt_B,L-Leucine,495445937.8854161,30,0
240108_Smp_30ppt_Blk,L-Leucine,4216916.529603787,30,0
240108_Smp_35ppt_A,L-Leucine,858287218.545645,35,0
240108_Smp_35ppt_B,L-Leucine,790662786.6284921,35,0
240108_Smp_35ppt_Blk,L-Leucine,384304.77056555275,35,0
240108_Smp_40ppt_A,L-Leucine,436184714.0852506,40,0
240108_Smp_40ppt_B,L-Leucine,492361922.2766513,40,0
240108_Smp_40ppt_Blk,L-Leucine,2870260.144911073,40,0
240108_Std_4uMStdsMix2InH2O_1,L-Leucine,NA,NA,4
240108_Std_4uMStdsMix2InH2O_2,L-Leucine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,L-Leucine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,L-Leucine,NA,NA,4
240108_Poo_Syn_Full1,L-Lysine,32809914.32238311,NA,0
240108_Poo_Syn_Full2,L-Lysine,31546397.8789652,NA,0
240108_Poo_Syn_Full3,L-Lysine,35453165.44770821,NA,0
240108_Poo_Syn_Half1,L-Lysine,30053603.24422742,NA,0
240108_Poo_Syn_Half2,L-Lysine,26613764.55478957,NA,0
240108_Poo_Syn_Half3,L-Lysine,33179579.702796035,NA,0
240108_Smp_25ppt_A,L-Lysine,26954366.72854747,25,0
240108_Smp_25ppt_B,L-Lysine,30440523.54160396,25,0
240108_Smp_25ppt_Blk,L-Lysine,30396.900801841824,25,0
240108_Smp_30ppt_A,L-Lysine,21357190.208685156,30,0
240108_Smp_30ppt_B,L-Lysine,33277336.04381419,30,0
240108_Smp_30ppt_Blk,L-Lysine,25791.32770595088,30,0
240108_Smp_35ppt_A,L-Lysine,71084017.55304283,35,0
240108_Smp_35ppt_B,L-Lysine,59335192.429888226,35,0
240108_Smp_35ppt_Blk,L-Lysine,30265.447872457727,35,0
240108_Smp_40ppt_A,L-Lysine,24723441.846585285,40,0
240108_Smp_40ppt_B,L-Lysine,30394052.994953755,40,0
240108_Smp_40ppt_Blk,L-Lysine,206222.802116677,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Lysine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Lysine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Lysine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Lysine,NA,NA,4
240108_Poo_Syn_Full1,L-Methionine S-oxide,818862.2071403606,NA,0
240108_Poo_Syn_Full2,L-Methionine S-oxide,373267.2679856777,NA,0
240108_Poo_Syn_Full3,L-Methionine S-oxide,300691.22320216574,NA,0
240108_Poo_Syn_Half1,L-Methionine S-oxide,766575.6224933914,NA,0
240108_Poo_Syn_Half2,L-Methionine S-oxide,693621.4672961773,NA,0
240108_Poo_Syn_Half3,L-Methionine S-oxide,680462.5387109653,NA,0
240108_Smp_25ppt_A,L-Methionine S-oxide,398823.17365249567,25,0
240108_Smp_25ppt_B,L-Methionine S-oxide,351420.0600160714,25,0
240108_Smp_25ppt_Blk,L-Methionine S-oxide,0,25,0
240108_Smp_30ppt_A,L-Methionine S-oxide,132100.67198864778,30,0
240108_Smp_30ppt_B,L-Methionine S-oxide,272623.7759250778,30,0
240108_Smp_30ppt_Blk,L-Methionine S-oxide,0,30,0
240108_Smp_35ppt_A,L-Methionine S-oxide,1897213.466441354,35,0
240108_Smp_35ppt_B,L-Methionine S-oxide,2103148.2303908495,35,0
240108_Smp_35ppt_Blk,L-Methionine S-oxide,0,35,0
240108_Smp_40ppt_A,L-Methionine S-oxide,468382.05638312205,40,0
240108_Smp_40ppt_B,L-Methionine S-oxide,387484.99783064076,40,0
240108_Smp_40ppt_Blk,L-Methionine S-oxide,0,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Methionine S-oxide,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Methionine S-oxide,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Methionine S-oxide,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Methionine S-oxide,NA,NA,4
240108_Poo_Syn_Full1,L-Ornithine,1447879.0972282013,NA,0
240108_Poo_Syn_Full2,L-Ornithine,1098049.297825223,NA,0
240108_Poo_Syn_Full3,L-Ornithine,1669499.1789148052,NA,0
240108_Poo_Syn_Half1,L-Ornithine,873145.6773717542,NA,0
240108_Poo_Syn_Half2,L-Ornithine,1160895.494745932,NA,0
240108_Poo_Syn_Half3,L-Ornithine,583285.1954505581,NA,0
240108_Smp_25ppt_A,L-Ornithine,1475406.9039294277,25,0
240108_Smp_25ppt_B,L-Ornithine,1869623.1956618484,25,0
240108_Smp_25ppt_Blk,L-Ornithine,148252.4177933594,25,0
240108_Smp_30ppt_A,L-Ornithine,1819575.5745759073,30,0
240108_Smp_30ppt_B,L-Ornithine,345543.70742809196,30,0
240108_Smp_30ppt_Blk,L-Ornithine,181262.2220250443,30,0
240108_Smp_35ppt_A,L-Ornithine,1860906.2309957233,35,0
240108_Smp_35ppt_B,L-Ornithine,1185744.2248060417,35,0
240108_Smp_35ppt_Blk,L-Ornithine,44560.71210187533,35,0
240108_Smp_40ppt_A,L-Ornithine,1406615.6633844275,40,0
240108_Smp_40ppt_B,L-Ornithine,1377582.6352194068,40,0
240108_Smp_40ppt_Blk,L-Ornithine,76710.26395712646,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Ornithine,NA,NA,5
240108_Std_4uMStdsMix1InH2O_2,L-Ornithine,NA,NA,5
240108_Std_4uMStdsMix1InSynMatrix_1,L-Ornithine,NA,NA,5
240108_Std_4uMStdsMix1InSynMatrix_2,L-Ornithine,NA,NA,5
240108_Poo_Syn_Full1,L-Proline,631165978.1916203,NA,0
240108_Poo_Syn_Full2,L-Proline,615159701.9589142,NA,0
240108_Poo_Syn_Full3,L-Proline,625766555.087407,NA,0
240108_Poo_Syn_Half1,L-Proline,645387612.2884568,NA,0
240108_Poo_Syn_Half2,L-Proline,623949225.5561172,NA,0
240108_Poo_Syn_Half3,L-Proline,612151061.4297379,NA,0
240108_Smp_25ppt_A,L-Proline,502491112.39929736,25,0
240108_Smp_25ppt_B,L-Proline,577789253.2022911,25,0
240108_Smp_25ppt_Blk,L-Proline,5219783.188333949,25,0
240108_Smp_30ppt_A,L-Proline,436943860.24255663,30,0
240108_Smp_30ppt_B,L-Proline,614326650.0238315,30,0
240108_Smp_30ppt_Blk,L-Proline,5752296.91559123,30,0
240108_Smp_35ppt_A,L-Proline,1309764451.792489,35,0
240108_Smp_35ppt_B,L-Proline,1042663435.8689737,35,0
240108_Smp_35ppt_Blk,L-Proline,3949992.4415828814,35,0
240108_Smp_40ppt_A,L-Proline,595011151.8924129,40,0
240108_Smp_40ppt_B,L-Proline,689778525.8453147,40,0
240108_Smp_40ppt_Blk,L-Proline,7100132.785901379,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Proline,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Proline,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Proline,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Proline,NA,NA,4
240108_Poo_Syn_Full1,L-Serine,87204316.72066958,NA,0
240108_Poo_Syn_Full2,L-Serine,88845797.91860484,NA,0
240108_Poo_Syn_Full3,L-Serine,91631102.42218518,NA,0
240108_Poo_Syn_Half1,L-Serine,85407759.38807288,NA,0
240108_Poo_Syn_Half2,L-Serine,81246570.83453023,NA,0
240108_Poo_Syn_Half3,L-Serine,80137898.71188638,NA,0
240108_Smp_25ppt_A,L-Serine,96146692.94691998,25,0
240108_Smp_25ppt_B,L-Serine,123908956.82645589,25,0
240108_Smp_25ppt_Blk,L-Serine,1075401.0091612742,25,0
240108_Smp_30ppt_A,L-Serine,69636610.44928996,30,0
240108_Smp_30ppt_B,L-Serine,100447358.08722736,30,0
240108_Smp_30ppt_Blk,L-Serine,1524412.5238785401,30,0
240108_Smp_35ppt_A,L-Serine,60891841.063449144,35,0
240108_Smp_35ppt_B,L-Serine,59322421.73133647,35,0
240108_Smp_35ppt_Blk,L-Serine,828221.9624611118,35,0
240108_Smp_40ppt_A,L-Serine,120215216.61126466,40,0
240108_Smp_40ppt_B,L-Serine,131926666.16047187,40,0
240108_Smp_40ppt_Blk,L-Serine,2149365.234115325,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Serine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Serine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Serine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Serine,NA,NA,4
240108_Poo_Syn_Full1,L-Threonine,68851341.41689946,NA,0
240108_Poo_Syn_Full2,L-Threonine,64796532.63279844,NA,0
240108_Poo_Syn_Full3,L-Threonine,74663125.30161537,NA,0
240108_Poo_Syn_Half1,L-Threonine,84211727.31982271,NA,0
240108_Poo_Syn_Half2,L-Threonine,89486996.05183856,NA,0
240108_Poo_Syn_Half3,L-Threonine,85935273.56264672,NA,0
240108_Smp_25ppt_A,L-Threonine,73379082.74278145,25,0
240108_Smp_25ppt_B,L-Threonine,97779881.15253833,25,0
240108_Smp_25ppt_Blk,L-Threonine,2020537.984410849,25,0
240108_Smp_30ppt_A,L-Threonine,60376926.83482905,30,0
240108_Smp_30ppt_B,L-Threonine,90121703.04233941,30,0
240108_Smp_30ppt_Blk,L-Threonine,1324936.309836279,30,0
240108_Smp_35ppt_A,L-Threonine,99654190.12373184,35,0
240108_Smp_35ppt_B,L-Threonine,98411337.65784973,35,0
240108_Smp_35ppt_Blk,L-Threonine,811120.9636874421,35,0
240108_Smp_40ppt_A,L-Threonine,61546862.57561032,40,0
240108_Smp_40ppt_B,L-Threonine,73377429.03772382,40,0
240108_Smp_40ppt_Blk,L-Threonine,730477.4606204429,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Threonine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Threonine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Threonine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Threonine,NA,NA,4
240108_Poo_Syn_Full1,L-Tyrosine,38894660.15242115,NA,0
240108_Poo_Syn_Full2,L-Tyrosine,38223780.09410055,NA,0
240108_Poo_Syn_Full3,L-Tyrosine,38356926.90679445,NA,0
240108_Poo_Syn_Half1,L-Tyrosine,37313046.57960708,NA,0
240108_Poo_Syn_Half2,L-Tyrosine,37700844.09848017,NA,0
240108_Poo_Syn_Half3,L-Tyrosine,38069897.68112089,NA,0
240108_Smp_25ppt_A,L-Tyrosine,31014978.557721365,25,0
240108_Smp_25ppt_B,L-Tyrosine,35410722.94482567,25,0
240108_Smp_25ppt_Blk,L-Tyrosine,0,25,0
240108_Smp_30ppt_A,L-Tyrosine,30211787.18793133,30,0
240108_Smp_30ppt_B,L-Tyrosine,39406635.05658471,30,0
240108_Smp_30ppt_Blk,L-Tyrosine,204767.0654675348,30,0
240108_Smp_35ppt_A,L-Tyrosine,89701471.35670999,35,0
240108_Smp_35ppt_B,L-Tyrosine,79828038.64192697,35,0
240108_Smp_35ppt_Blk,L-Tyrosine,0,35,0
240108_Smp_40ppt_A,L-Tyrosine,29595798.295864,40,0
240108_Smp_40ppt_B,L-Tyrosine,34734432.159911446,40,0
240108_Smp_40ppt_Blk,L-Tyrosine,124771.20821854117,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Tyrosine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Tyrosine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Tyrosine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Tyrosine,NA,NA,4
240108_Poo_Syn_Full1,L-Valine,3102438078.35372,NA,0
240108_Poo_Syn_Full2,L-Valine,1512921738.4924078,NA,0
240108_Poo_Syn_Full3,L-Valine,2735070552.194381,NA,0
240108_Poo_Syn_Half1,L-Valine,1183725041.1864405,NA,0
240108_Poo_Syn_Half2,L-Valine,3659306981.6690154,NA,0
240108_Poo_Syn_Half3,L-Valine,2477840543.9044585,NA,0
240108_Smp_25ppt_A,L-Valine,48789955.28885478,25,0
240108_Smp_25ppt_B,L-Valine,1648823052.8055413,25,0
240108_Smp_25ppt_Blk,L-Valine,200132056.2667099,25,0
240108_Smp_30ppt_A,L-Valine,447975395.99841875,30,0
240108_Smp_30ppt_B,L-Valine,655014794.2618649,30,0
240108_Smp_30ppt_Blk,L-Valine,873070241.1933467,30,0
240108_Smp_35ppt_A,L-Valine,10519818838.160175,35,0
240108_Smp_35ppt_B,L-Valine,5674775450.439042,35,0
240108_Smp_35ppt_Blk,L-Valine,953712419.665716,35,0
240108_Smp_40ppt_A,L-Valine,6153129995.968976,40,0
240108_Smp_40ppt_B,L-Valine,5591328954.730372,40,0
240108_Smp_40ppt_Blk,L-Valine,1143649572.6475008,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Valine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Valine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Valine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Valine,NA,NA,4
240108_Poo_Syn_Full1,Melamine,34187408.79494372,NA,0
240108_Poo_Syn_Full2,Melamine,38396510.750949115,NA,0
240108_Poo_Syn_Full3,Melamine,36621039.12119123,NA,0
240108_Poo_Syn_Half1,Melamine,36435064.526183814,NA,0
240108_Poo_Syn_Half2,Melamine,35890051.333187364,NA,0
240108_Poo_Syn_Half3,Melamine,32127203.60136346,NA,0
240108_Smp_25ppt_A,Melamine,11108920.802532893,25,0
240108_Smp_25ppt_B,Melamine,11906624.617384639,25,0
240108_Smp_25ppt_Blk,Melamine,4738537.67933631,25,0
240108_Smp_30ppt_A,Melamine,23847071.154684857,30,0
240108_Smp_30ppt_B,Melamine,20108537.27274837,30,0
240108_Smp_30ppt_Blk,Melamine,5517241.579493969,30,0
240108_Smp_35ppt_A,Melamine,37872167.025363795,35,0
240108_Smp_35ppt_B,Melamine,53774149.682231806,35,0
240108_Smp_35ppt_Blk,Melamine,5254944.479594374,35,0
240108_Smp_40ppt_A,Melamine,125325174.91577318,40,0
240108_Smp_40ppt_B,Melamine,50264896.8349588,40,0
240108_Smp_40ppt_Blk,Melamine,2749483.604949336,40,0
240108_Std_4uMStdsMix1InH2O_1,Melamine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Melamine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Melamine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Melamine,NA,NA,4
240108_Poo_Syn_Full1,Muramic acid,32083.97054874195,NA,0
240108_Poo_Syn_Full2,Muramic acid,88096.05784539791,NA,0
240108_Poo_Syn_Full3,Muramic acid,24321710.633298922,NA,0
240108_Poo_Syn_Half1,Muramic acid,NA,NA,0
240108_Poo_Syn_Half2,Muramic acid,17381403.751331024,NA,0
240108_Poo_Syn_Half3,Muramic acid,20955062.187642053,NA,0
240108_Smp_25ppt_A,Muramic acid,13968410.772634398,25,0
240108_Smp_25ppt_B,Muramic acid,17727828.77440735,25,0
240108_Smp_25ppt_Blk,Muramic acid,58530.66689834221,25,0
240108_Smp_30ppt_A,Muramic acid,14905516.793525793,30,0
240108_Smp_30ppt_B,Muramic acid,18597421.46315431,30,0
240108_Smp_30ppt_Blk,Muramic acid,0,30,0
240108_Smp_35ppt_A,Muramic acid,28508164.409443535,35,0
240108_Smp_35ppt_B,Muramic acid,27543530.24645892,35,0
